QuestionId,WholeAssignment,ConstructName,SubjectName,QuestionText,CorrectAnswer,ConstructId,SubjectId,Answer,Answer_value,Misconception,MisconceptionId
1282,"Factorise a quadratic expression in the form x² + bx + c. Factorising into a Double Bracket. When \( x^{2}+9 x+14 \) is factorised, what will appear in the box below? ![Bracket (x+2) and a rectangular box beside it where the second bracket should be.]()",Factorise a quadratic expression in the form x² + bx + c,Factorising into a Double Bracket,"When \( x^{2}+9 x+14 \) is factorised, what will appear in the box below? ![Bracket (x+2) and a rectangular box beside it where the second bracket should be.]()",D,1428,53,AnswerCText,\( (x-7) \),MisconceptionCId,974.0
1284,Divide a decimal by an integer. Multiplying and Dividing with Decimals. \( 0.1 \div 4= \),Divide a decimal by an integer,Multiplying and Dividing with Decimals,\( 0.1 \div 4= \),B,318,224,AnswerCText,\( 0.4 \),MisconceptionCId,1074.0
1285,Find the nth term rule for a descending integer linear sequence. Linear Sequences (nth term). Here are the first three terms of a sequence ![\( \begin{array}{llll}98 & 92 & 86 & \ldots\end{array} \)]() Find an expression for the nth term of this sequence.,Find the nth term rule for a descending integer linear sequence,Linear Sequences (nth term),Here are the first three terms of a sequence ![\( \begin{array}{llll}98 & 92 & 86 & \ldots\end{array} \)]() Find an expression for the nth term of this sequence.,A,1100,171,AnswerCText,\( -6 n \),MisconceptionCId,1582.0
1288,"Solve linear simultaneous equations requiring no scaling of expressions. Simultaneous Equations. Which of the following pairs of simultaneous equations would have no solutions?
\begin{array}{ccc} 
Pair \( 1 \) & Pair \( 2 \) \\
\( 2 y-2 x=7 \) & & \( 2 x+2 y=7 \) \\
\( 2 x-2 y=7 \) & & \( 2 x-2 y=7 \)
\end{array}",Solve linear simultaneous equations requiring no scaling of expressions,Simultaneous Equations,"Which of the following pairs of simultaneous equations would have no solutions?
\begin{array}{ccc} 
Pair \( 1 \) & Pair \( 2 \) \\
\( 2 y-2 x=7 \) & & \( 2 x+2 y=7 \) \\
\( 2 x-2 y=7 \) & & \( 2 x-2 y=7 \)
\end{array}",A,1452,63,AnswerCText,Both Pair \( 1 \) and Pair \( 2 \),MisconceptionCId,1494.0
1289,Multiply proper fractions in the form: Fraction × Fraction. Multiplying Fractions. \( \frac{6}{7} \times \frac{2}{3}=? \),Multiply proper fractions in the form: Fraction × Fraction,Multiplying Fractions,\( \frac{6}{7} \times \frac{2}{3}=? \),D,441,231,AnswerCText,\( \frac{8}{21} \),MisconceptionCId,317.0
1290,"Substitute positive non-integer values into expressions involving powers or roots. Plotting Quadratics from Tables of Values. Jo and Paul are discussing quadratic equations.

Jo says there is no value of \( x \) that can make \( (1-x)^{2} \) negative.

Paul says there is no value of \( x \) that can make \( 1-x^{2} \) positive.
Who is correct?",Substitute positive non-integer values into expressions involving powers or roots,Plotting Quadratics from Tables of Values,"Jo and Paul are discussing quadratic equations.

Jo says there is no value of \( x \) that can make \( (1-x)^{2} \) negative.

Paul says there is no value of \( x \) that can make \( 1-x^{2} \) positive.
Who is correct?",A,1530,265,AnswerCText,Both Jo and Paul,MisconceptionCId,557.0
1292,Interpret continuous data using a line graph. Time Series and Line Graphs. ![Graph titled height of rocket with Height in metres versus time in seconds]() How many metres did the rocket travel between \( 10 \) and \( 40 \) seconds?,Interpret continuous data using a line graph,Time Series and Line Graphs,![Graph titled height of rocket with Height in metres versus time in seconds]() How many metres did the rocket travel between \( 10 \) and \( 40 \) seconds?,D,2908,117,AnswerCText,\( 30 \),MisconceptionCId,378.0
1296,"Recognise cube numbers. Squares, Cubes, etc. Which of these is a cube number?",Recognise cube numbers,"Squares, Cubes, etc",Which of these is a cube number?,A,471,245,AnswerCText,\( 100 \),MisconceptionCId,2576.0
1299,"Convert fractions to percentages containing 1 decimal place. Converting between Fractions and Percentages. Convert this fraction to a percentage
\(
\frac{27}{200}
\)",Convert fractions to percentages containing 1 decimal place,Converting between Fractions and Percentages,"Convert this fraction to a percentage
\(
\frac{27}{200}
\)",A,373,238,AnswerCText,\( 54 \% \),MisconceptionCId,329.0
1301,Round numbers greater than 1 to three or more significant figures. Rounding to Significant Figures. What is \( \mathbf{2 . 5 0 6 7 1 0} \) rounded to three significant figures?,Round numbers greater than 1 to three or more significant figures,Rounding to Significant Figures,What is \( \mathbf{2 . 5 0 6 7 1 0} \) rounded to three significant figures?,A,222,215,AnswerCText,\( 2.50 \),MisconceptionCId,1379.0
1303,Describe the properties of an isosceles triangle. Properties of Triangles. An isosceles triangle must have ...,Describe the properties of an isosceles triangle,Properties of Triangles,An isosceles triangle must have ...,B,2432,175,AnswerCText,one pair of parallel sides.,MisconceptionCId,114.0
1304,"Reflect an object or a point in a horizontal line with the line of reflection drawn, where the line of reflection lies on the edge or outside the object. Reflection. The triangle is reflected in the dashed line.
What are the new coordinates of point \( P \) ? ![A set of axes: x-axis from -1 to 7, y-axis from -2 to 8. Three points are plotted and joined to make a triangle: (2, 4), (4, 4), (2, 7). Point (2, 4) is labelled with the letter ""P"". The line y=4 is shown with a blue dashed line.]()","Reflect an object or a point in a horizontal line with the line of reflection drawn, where the line of reflection lies on the edge or outside the object",Reflection,"The triangle is reflected in the dashed line.
What are the new coordinates of point \( P \) ? ![A set of axes: x-axis from -1 to 7, y-axis from -2 to 8. Three points are plotted and joined to make a triangle: (2, 4), (4, 4), (2, 7). Point (2, 4) is labelled with the letter ""P"". The line y=4 is shown with a blue dashed line.]()",B,2646,92,AnswerCText,"\( (2,2) \)",MisconceptionCId,282.0
1306,"Given a midpoint and a coordinate work out the position of the other coordinate, where at least one value is negative and at least one is a non-integer. Midpoint Between Two Co-ordinates. Here are two points and their midpoint.
What should replace the triangle? ![The image is a set of axes with three points marked. One point is (1,7). The midpoint is (-1, 0.5). The third point is given as (star, triangle), so the triangle is the y value of the point.]()","Given a midpoint and a coordinate work out the position of the other coordinate, where at least one value is negative and at least one is a non-integer",Midpoint Between Two Co-ordinates,"Here are two points and their midpoint.
What should replace the triangle? ![The image is a set of axes with three points marked. One point is (1,7). The midpoint is (-1, 0.5). The third point is given as (star, triangle), so the triangle is the y value of the point.]()",B,1382,408,AnswerCText,\( \Delta=-6.5 \),MisconceptionCId,2275.0
1308,"Identify that a problem needs to be solved using multiplication. Mental Multiplication and Division. Which of the following calculations would solve this problem?
Fred is monitoring the growth of his plant. The plant grew \( 7 \mathrm{~cm} \) every week for \( 35 \) weeks.
By how much did the plant grow in total?",Identify that a problem needs to be solved using multiplication,Mental Multiplication and Division,"Which of the following calculations would solve this problem?
Fred is monitoring the growth of his plant. The plant grew \( 7 \mathrm{~cm} \) every week for \( 35 \) weeks.
By how much did the plant grow in total?",D,102,204,AnswerCText,\( 35+7 \),MisconceptionCId,1063.0
1312,"Calculate the probability of three or more dependent events occurring without drawing a tree diagram. Tree Diagrams with Dependent Events. There are \( 4 \) red balls and \( 3 \) yellow balls in a cup ![A cup with 4 red and 3 yellow balls in it. All of the balls are the same size.]() Kate picks out three balls at the same time.

She wants to work out the probability all the balls are red.

What is the denominator of the final unsimplified answer?",Calculate the probability of three or more dependent events occurring without drawing a tree diagram,Tree Diagrams with Dependent Events,"There are \( 4 \) red balls and \( 3 \) yellow balls in a cup ![A cup with 4 red and 3 yellow balls in it. All of the balls are the same size.]() Kate picks out three balls at the same time.

She wants to work out the probability all the balls are red.

What is the denominator of the final unsimplified answer?",B,2972,112,AnswerCText,\( 343 \),MisconceptionCId,1794.0
1313,"For a given algebraic input, find the output of a function machine. Function Machines. Which of the following pairs of function machines are correct?","For a given algebraic input, find the output of a function machine",Function Machines,Which of the following pairs of function machines are correct?,A,3176,649,AnswerCText,\( \begin{array}{l}a\rightarrow+4 \rightarrow\times 3\rightarrow4+3 a \\ a \rightarrow\times 3\rightarrow+4\rightarrow-3(4+a)\end{array} \),MisconceptionCId,77.0
1314,"Identify common multiples of three or more numbers. Multiples and Lowest Common Multiple. Which of the following numbers is a common multiple of \( 4,6 \) and \( 12 \) ?",Identify common multiples of three or more numbers,Multiples and Lowest Common Multiple,"Which of the following numbers is a common multiple of \( 4,6 \) and \( 12 \) ?",B,344,220,AnswerCText,\( 18 \),MisconceptionCId,2110.0
1315,Carry out missing number subtraction problems involving negative integers. Multiplying and Dividing Negative Numbers. \( \fbox{-5} \) x\( \hspace{0.2cm} \fbox{4} = \hspace{0.2cm} \fbox{-12} - \hspace{0.2cm}\fbox{ ? } \),Carry out missing number subtraction problems involving negative integers,Multiplying and Dividing Negative Numbers,\( \fbox{-5} \) x\( \hspace{0.2cm} \fbox{4} = \hspace{0.2cm} \fbox{-12} - \hspace{0.2cm}\fbox{ ? } \),B,261,212,AnswerCText,\( -32 \),MisconceptionCId,974.0
1316,"Multiplication, division and power law of indices with positive integer powers. Laws of Indices. \(\frac{\left(5^{6}\right)^{4}}{5^{2}} \equiv 5^{n}\)

What is the value of \( n \) ?","Multiplication, division and power law of indices with positive integer powers",Laws of Indices,"\(\frac{\left(5^{6}\right)^{4}}{5^{2}} \equiv 5^{n}\)

What is the value of \( n \) ?",D,567,247,AnswerCText,\( 12 \),MisconceptionCId,2512.0
1319,Form expressions from situations described in words. Algebraic Proof. Which of these always produces consecutive numbers if \( n \) is a positive integer?,Form expressions from situations described in words,Algebraic Proof,Which of these always produces consecutive numbers if \( n \) is a positive integer?,A,1267,1081,AnswerCText,"\( 3 n, 2 n, n \)",MisconceptionCId,2494.0
1321,Multiply two decimals together with a different number of decimal places. Multiplying and Dividing with Decimals. \( 0.32 \times 0.8= \),Multiply two decimals together with a different number of decimal places,Multiplying and Dividing with Decimals,\( 0.32 \times 0.8= \),D,313,224,AnswerCText,\( 2.56 \),MisconceptionCId,1708.0
1323,"Describe a term-to-term sequence. Other Sequences. Which of the following term-to-term rule describes this sequence?
\[
2, \quad 5, \quad 14, \quad 41 \ldots
\]",Describe a term-to-term sequence,Other Sequences,"Which of the following term-to-term rule describes this sequence?
\[
2, \quad 5, \quad 14, \quad 41 \ldots
\]",D,3513,173,AnswerCText,To get the next term you square the previous term and add \( 1 \),MisconceptionCId,108.0
1325,"Write 3 digit numbers as words . Place Value. How do you write this number in words?
\( 107 \)",Write 3 digit numbers as words ,Place Value,"How do you write this number in words?
\( 107 \)",B,18,202,AnswerCText,One hundred and seventy,MisconceptionCId,1244.0
1327,"Expand products of three binomials in the form (x + a)(x + b)(x + c). Expanding Triple Brackets and more. When Nadia expands these brackets, how many terms should she get after she simplifies?
\(
(p+8)(p+2)(p+1)
\)",Expand products of three binomials in the form (x + a)(x + b)(x + c),Expanding Triple Brackets and more,"When Nadia expands these brackets, how many terms should she get after she simplifies?
\(
(p+8)(p+2)(p+1)
\)",D,1414,335,AnswerCText,\( 3 \),MisconceptionCId,2585.0
1328,"Calculate the mean as an average from a list of data. Averages (mean, median, mode) from a List of Data. Without using a calculator, what is the mean of the following numbers?

\[
3,4,3,4,4
\]",Calculate the mean as an average from a list of data,"Averages (mean, median, mode) from a List of Data","Without using a calculator, what is the mean of the following numbers?

\[
3,4,3,4,4
\]",D,2758,102,AnswerCText,\( 4 \),MisconceptionCId,377.0
1329,"Add proper fractions with different denominators which do not share a common factor. Adding and Subtracting Fractions. \(
\frac{1}{3}+\frac{1}{10}=\frac{\bigstar}{30}
\)
What should replace the star?",Add proper fractions with different denominators which do not share a common factor,Adding and Subtracting Fractions,"\(
\frac{1}{3}+\frac{1}{10}=\frac{\bigstar}{30}
\)
What should replace the star?",A,427,230,AnswerCText,\( 4 \),MisconceptionCId,907.0
1330,"Calculate the mode as an average from a list of data when there are two or more modes. Averages (mean, median, mode) from a List of Data. What is the mode of the following numbers?
\[
1,1,4,6,7,7
\]",Calculate the mode as an average from a list of data when there are two or more modes,"Averages (mean, median, mode) from a List of Data","What is the mode of the following numbers?
\[
1,1,4,6,7,7
\]",A,2762,102,AnswerCText,\( 4 \),MisconceptionCId,1823.0
1331,Calculate the square of a number. Estimation. Which is the best estimate for \( (4.2)^{2} \) ?,Calculate the square of a number,Estimation,Which is the best estimate for \( (4.2)^{2} \) ?,B,473,216,AnswerCText,\( 8 \),MisconceptionCId,1072.0
1332,"Find missing angles using angles on a straight line. Basic Angle Facts (straight line, opposite, around a point, etc). ![Two angles meeting on a straight line labelled n and 48 degrees, one angle further down the straight line labelled 30 degrees]() What is the size of angle \( n \) ?",Find missing angles using angles on a straight line,"Basic Angle Facts (straight line, opposite, around a point, etc)","![Two angles meeting on a straight line labelled n and 48 degrees, one angle further down the straight line labelled 30 degrees]() What is the size of angle \( n \) ?",A,1744,181,AnswerCText,\( 102^{\circ} \),MisconceptionCId,2117.0
1333,"Describe a term-to-term sequence. Other Sequences. Which of the following term-to-term rule describes this sequence? \( 2, \quad 9, \quad 11, \quad 20, \quad \ldots \)",Describe a term-to-term sequence,Other Sequences,"Which of the following term-to-term rule describes this sequence? \( 2, \quad 9, \quad 11, \quad 20, \quad \ldots \)",B,3513,173,AnswerCText,To get the next term you square the previous term and add \( 5 \),MisconceptionCId,108.0
1334,"Given the name of a polygon, draw or identify a corresponding diagram. Properties of Polygons. Which of the following shapes is a hexagon?","Given the name of a polygon, draw or identify a corresponding diagram",Properties of Polygons,Which of the following shapes is a hexagon?,D,2357,84,AnswerCText,"![A regular, eight sided shape]()",MisconceptionCId,2161.0
1339,"Use angles around a point to form and solve algebraic equations. Basic Angle Facts (straight line, opposite, around a point, etc). Which of the following equations is true based on the diagram? ![Angles around a point made up of two angles labelled: f and f-20]()",Use angles around a point to form and solve algebraic equations,"Basic Angle Facts (straight line, opposite, around a point, etc)",Which of the following equations is true based on the diagram? ![Angles around a point made up of two angles labelled: f and f-20](),A,1746,181,AnswerCText,\( f^{2}-20=360 \),MisconceptionCId,923.0
1340,"Given the area of a square, calculate a missing dimension. Area of Simple Shapes. A square has an area of \( 100 \mathrm{~cm}^{2} \)
What is the length of each side of the square?","Given the area of a square, calculate a missing dimension",Area of Simple Shapes,"A square has an area of \( 100 \mathrm{~cm}^{2} \)
What is the length of each side of the square?",B,2580,75,AnswerCText,\( 50 \mathrm{~cm} \),MisconceptionCId,734.0
1342,"Reflect an object or a point in a diagonal line with the line of reflection given as an equation, where the line of reflection lies on the edge or outside the object. Reflection. A point, \( Q \), has coordinates \( (4,-4) \)

The point is reflected in the line \( y=-x \)

What are the new coordinates of point Q?","Reflect an object or a point in a diagonal line with the line of reflection given as an equation, where the line of reflection lies on the edge or outside the object",Reflection,"A point, \( Q \), has coordinates \( (4,-4) \)

The point is reflected in the line \( y=-x \)

What are the new coordinates of point Q?",D,2651,92,AnswerCText,"\( (-4,4) \)",MisconceptionCId,283.0
1343,"Use the order of operations to carry out calculations involving addition, subtraction, multiplication, and/or division. BIDMAS. \( 12 \div 2+1 \times 2= \)","Use the order of operations to carry out calculations involving addition, subtraction, multiplication, and/or division",BIDMAS,\( 12 \div 2+1 \times 2= \),D,854,33,AnswerCText,\( 14 \),MisconceptionCId,1507.0
1344,"Represent positive unit fractions on a number line. Probability of Single Events. The probability of picking a green ball is \( \frac{1}{5} \)
Where is this value on the probability scale? ![A diagram showing a probability scale with 10 segments. The scale starts at 0.0, has 0.5 marked after 5 segments, and 1.0 marked at the end, after 10 segments. A is marked after 2 segments, B after 4, C after 5 and D after 7.]()",Represent positive unit fractions on a number line,Probability of Single Events,"The probability of picking a green ball is \( \frac{1}{5} \)
Where is this value on the probability scale? ![A diagram showing a probability scale with 10 segments. The scale starts at 0.0, has 0.5 marked after 5 segments, and 1.0 marked at the end, after 10 segments. A is marked after 2 segments, B after 4, C after 5 and D after 7.]()",A,420,111,AnswerCText,C,MisconceptionCId,760.0
1346,"Identify when rounding a calculation will give an over or under approximation. Estimation. Tom and Katie are discussing how to estimate the answer to
\[
38.8745 \div 7.9302
\]

Tom says \( 40 \div 7.9302 \) would give an overestimate.

Katie says \( 38.8745 \div 8 \) would give an overestimate.

Who is correct?",Identify when rounding a calculation will give an over or under approximation,Estimation,"Tom and Katie are discussing how to estimate the answer to
\[
38.8745 \div 7.9302
\]

Tom says \( 40 \div 7.9302 \) would give an overestimate.

Katie says \( 38.8745 \div 8 \) would give an overestimate.

Who is correct?",A,3192,216,AnswerCText,Both Tom and Katie,MisconceptionCId,1869.0
1348,"Identify triangular numbers. Other Sequences. \( 1,3,6,10,15,21,28 \ldots \) What is the name commonly given to this sequence of numbers?",Identify triangular numbers,Other Sequences,"\( 1,3,6,10,15,21,28 \ldots \) What is the name commonly given to this sequence of numbers?",D,329,173,AnswerCText,The square numbers,MisconceptionCId,1882.0
1349,"Manipulate both equations so that they are in a form to be added or subtracted. Simultaneous Equations. Sandeep wants to eliminate \( l \) from these simultaneous equations.
\(\begin{array}{l}
2 l+3 m=13 \\
3 l+4 m=17
\end{array}\)

First he will transform both of them to get them in an appropriate form.
Which of the following is a correct transformation?",Manipulate both equations so that they are in a form to be added or subtracted,Simultaneous Equations,"Sandeep wants to eliminate \( l \) from these simultaneous equations.
\(\begin{array}{l}
2 l+3 m=13 \\
3 l+4 m=17
\end{array}\)

First he will transform both of them to get them in an appropriate form.
Which of the following is a correct transformation?",D,1445,63,AnswerCText,\( \begin{array}{l}6 l+3 m=13 \\ 6 l+4 m=17\end{array} \),MisconceptionCId,614.0
1350,"Multiply 2 digit integers by 2 digit integers using the grid method. Written Multiplication. If you use the grid method to calculate \( 27 \times 42 \) what should replace the star? \begin{tabular}{|c|c|c|}
\hline\( \times \) & \( 20 \) & \( 7 \) \\
\hline \( 40 \) & \(\space\) & \(\color{gold}\bigstar\)\\
\hline \( 2 \) & \(\space\) & \\
\hline
\end{tabular}",Multiply 2 digit integers by 2 digit integers using the grid method,Written Multiplication,"If you use the grid method to calculate \( 27 \times 42 \) what should replace the star? \begin{tabular}{|c|c|c|}
\hline\( \times \) & \( 20 \) & \( 7 \) \\
\hline \( 40 \) & \(\space\) & \(\color{gold}\bigstar\)\\
\hline \( 2 \) & \(\space\) & \\
\hline
\end{tabular}",B,3281,207,AnswerCText,\( 28 \),MisconceptionCId,1628.0
1353,"Division law of indices with positive integer powers and the same base number. Laws of Indices. Simplify (if possible):
\(
6^{9} \div 6^{3}
\)",Division law of indices with positive integer powers and the same base number,Laws of Indices,"Simplify (if possible):
\(
6^{9} \div 6^{3}
\)",B,551,247,AnswerCText,\( 1^{3} \),MisconceptionCId,1030.0
1355,"Round numbers between 0 and 1 to two significant figures. Rounding to Decimal Places. Tom and Katie are arguing about rounding.

Tom says \( \mathbf{0 . 0 3 4 5 6} \) rounded to \( 2 \) significant figures is \( \mathbf{0 . 0 3} \)

Katie says \( 0.03456 \) rounded to \( 2 \) decimal places is \( \mathbf{0 . 0 3} \)

Who is correct?",Round numbers between 0 and 1 to two significant figures,Rounding to Decimal Places,"Tom and Katie are arguing about rounding.

Tom says \( \mathbf{0 . 0 3 4 5 6} \) rounded to \( 2 \) significant figures is \( \mathbf{0 . 0 3} \)

Katie says \( 0.03456 \) rounded to \( 2 \) decimal places is \( \mathbf{0 . 0 3} \)

Who is correct?",B,224,214,AnswerCText,Both Tom and Katie,MisconceptionCId,739.0
1356,Round non-integers to other non-integer values (e.g. 0.02). Rounding to Decimal Places. What is \( \mathbf{1 . 5 1 6} \) rounded to the nearest \( \mathbf{0 . 0 5} \) ?,Round non-integers to other non-integer values (e.g. 0.02),Rounding to Decimal Places,What is \( \mathbf{1 . 5 1 6} \) rounded to the nearest \( \mathbf{0 . 0 5} \) ?,A,3357,214,AnswerCText,\( 1.55 \),MisconceptionCId,1988.0
1357,"Subtract algebraic fractions where the denominators are linear expressions, eg (x + 5) and (x - 3), and the numerators are single terms. Adding and Subtracting Algebraic Fractions. STEP \( 2 \)

Which of the options is a correct second step to express the following as a single fraction?
\(
\begin{array}{c}
\frac{9}{x+3}-\frac{2}{x} \\
=\frac{9 x}{x(x+3)}-\frac{2(x+3)}{x(x+3)}
\end{array}
\)","Subtract algebraic fractions where the denominators are linear expressions, eg (x + 5) and (x - 3), and the numerators are single terms",Adding and Subtracting Algebraic Fractions,"STEP \( 2 \)

Which of the options is a correct second step to express the following as a single fraction?
\(
\begin{array}{c}
\frac{9}{x+3}-\frac{2}{x} \\
=\frac{9 x}{x(x+3)}-\frac{2(x+3)}{x(x+3)}
\end{array}
\)",A,1624,1078,AnswerCText,\( \frac{9}{x+3}-\frac{2}{x} \),MisconceptionCId,633.0
1359,Identify the circumference. Parts of a Circle. Which of the following diagrams shows the circumference of a circle?,Identify the circumference,Parts of a Circle,Which of the following diagrams shows the circumference of a circle?,B,1821,184,AnswerCText,"![Circle with a line below it, touching the circle in one place]()",MisconceptionCId,2193.0
1360,Identify equivalent fractions when presented as numbers. Equivalent Fractions. Which of the following fractions is equivalent to \( \frac{9}{12} \) ?,Identify equivalent fractions when presented as numbers,Equivalent Fractions,Which of the following fractions is equivalent to \( \frac{9}{12} \) ?,A,409,226,AnswerCText,\( \frac{12}{15} \),MisconceptionCId,1429.0
1361,"Understand the non-commutativity of subtraction. Mental Addition and Subtraction. Miran says the following:

“It doesn't matter if you do \( 81-53 \) or \( 53-81 \), you get the same answer.""

What do you think?",Understand the non-commutativity of subtraction,Mental Addition and Subtraction,"Miran says the following:

“It doesn't matter if you do \( 81-53 \) or \( 53-81 \), you get the same answer.""

What do you think?",D,99,203,AnswerCText,Miran is correct because subtraction is not commutative,MisconceptionCId,186.0
1362,"Represent a linear inequality with a single tail on a numberline. Inequalities on Number Lines. Which inequality is represented by the diagram? ![A number line with a hollow circle above -1with an arrow coming out of it over the numbers -2, -3, -4, -5 etc]()",Represent a linear inequality with a single tail on a numberline,Inequalities on Number Lines,"Which inequality is represented by the diagram? ![A number line with a hollow circle above -1with an arrow coming out of it over the numbers -2, -3, -4, -5 etc]()",A,1030,165,AnswerCText,\( x>-1 \),MisconceptionCId,1880.0
1363,"Find the volume scale factor of similar shapes given the length scale factor. Length, Area and Volume Scale Factors. ![Two cuboids. Cuboid P has width 5cm, and cuboid Q has width 15cm.]() Shape P and Shape Q are similar.

What is the volume scale factor to get from Shape \( P \) to Shape \( Q \) ?",Find the volume scale factor of similar shapes given the length scale factor,"Length, Area and Volume Scale Factors","![Two cuboids. Cuboid P has width 5cm, and cuboid Q has width 15cm.]() Shape P and Shape Q are similar.

What is the volume scale factor to get from Shape \( P \) to Shape \( Q \) ?",D,2642,273,AnswerCText,\( \times 9 \),MisconceptionCId,2531.0
1366,"Continue linear sequences expressed as patterns by drawing the next pattern. Linear Sequences (nth term). How many squares will the next term in this sequence have? ![A diagram showing the first 3 patterns in a sequences. Pattern 1 contains 7 squares, pattern 2 contains 5 squares and pattern 3 contains 3 squares.]()",Continue linear sequences expressed as patterns by drawing the next pattern,Linear Sequences (nth term),"How many squares will the next term in this sequence have? ![A diagram showing the first 3 patterns in a sequences. Pattern 1 contains 7 squares, pattern 2 contains 5 squares and pattern 3 contains 3 squares.]()",B,1134,171,AnswerCText,\( 0 \),MisconceptionCId,1055.0
1372,Calculate percentage of an amount mentally where the percent is a multiple of 10. Percentages of an Amount. What is \( 80 \% \) of \( 300 \) ?,Calculate percentage of an amount mentally where the percent is a multiple of 10,Percentages of an Amount,What is \( 80 \% \) of \( 300 \) ?,B,575,233,AnswerCText,\( 80 \),MisconceptionCId,2138.0
1376,Identify percentages of a shape where the percent is a multiple of 10. Fractions of an Amount. What percentage of this shape is shaded? ![A bar split into 5 equal parts. 3 parts are shaded.](),Identify percentages of a shape where the percent is a multiple of 10,Fractions of an Amount,What percentage of this shape is shaded? ![A bar split into 5 equal parts. 3 parts are shaded.](),B,572,225,AnswerCText,\( 3 \% \),MisconceptionCId,329.0
1380,"Recognise perpendicular lines. Parallel Lines. ![An image of 8 line segments on a square grid. AB is a vertical line measuring 4 units. CD is a diagonal line, with a positive gradient of 1.5. EF is a vertical line measuring 3 units. GH is a diagonal line with a negative gradient of -4/6. IJ is a diagonal line with a negative gradient of -3. KL is a diagonal line with a positive gradient of 1/3. MN is a vertical line measuring 6 units. OP is a diagonal line with a positive gradient of 6/4.]() Which line segment is perpendicular to IJ?",Recognise perpendicular lines,Parallel Lines,"![An image of 8 line segments on a square grid. AB is a vertical line measuring 4 units. CD is a diagonal line, with a positive gradient of 1.5. EF is a vertical line measuring 3 units. GH is a diagonal line with a negative gradient of -4/6. IJ is a diagonal line with a negative gradient of -3. KL is a diagonal line with a positive gradient of 1/3. MN is a vertical line measuring 6 units. OP is a diagonal line with a positive gradient of 6/4.]() Which line segment is perpendicular to IJ?",A,2355,262,AnswerCText,\( \mathrm{MN} \),MisconceptionCId,83.0
1381,"Substitute numbers into a SUVAT equation to work out distance. Substitution into Formula. \( s=u t+\frac{1}{2} a t^{2} \) What is the value of \( S \) when
\[\begin{array}{l} a=4 \\ u=3 \\ t=5\end{array}\]",Substitute numbers into a SUVAT equation to work out distance,Substitution into Formula,"\( s=u t+\frac{1}{2} a t^{2} \) What is the value of \( S \) when
\[\begin{array}{l} a=4 \\ u=3 \\ t=5\end{array}\]",D,2723,67,AnswerCText,\( 625 \),MisconceptionCId,452.0
1383,"Substitute negative integer values into formulae involving powers or roots. Substitution into Formula. \(
T=k^{4}
\)

What is the value of \( T \) when \( k=-3 \) ?",Substitute negative integer values into formulae involving powers or roots,Substitution into Formula,"\(
T=k^{4}
\)

What is the value of \( T \) when \( k=-3 \) ?",A,3391,67,AnswerCText,\( -81 \),MisconceptionCId,1597.0
1384,Factorise a quadratic expression in the form x² - c. Difference of Two Squares. Which of the following answers shows a correct factorisation of the expression below? \( x^{2}-9 \),Factorise a quadratic expression in the form x² - c,Difference of Two Squares,Which of the following answers shows a correct factorisation of the expression below? \( x^{2}-9 \),A,1437,254,AnswerCText,\( (x-3)^{2} \),MisconceptionCId,688.0
1386,"Add algebraic fractions with the same denominator. Adding and Subtracting Algebraic Fractions. Write this as a single fraction as simply as possible
\(
\frac{2}{x}+\frac{3}{x}
\)",Add algebraic fractions with the same denominator,Adding and Subtracting Algebraic Fractions,"Write this as a single fraction as simply as possible
\(
\frac{2}{x}+\frac{3}{x}
\)",B,1615,1078,AnswerCText,\( \frac{5}{2 x} \),MisconceptionCId,217.0
1387,Find the reciprocal of an integer. Laws of Indices. What is the reciprocal of \( 7 \) ?,Find the reciprocal of an integer,Laws of Indices,What is the reciprocal of \( 7 \) ?,B,3129,247,AnswerCText,\( -7 \),MisconceptionCId,947.0
1388,Identify the line of symmetry of curves in the form (x + a)(x + b). Quadratic Graphs-Others. This is the graph of \( y=(x+4)(x-2) \) ![\( W \)]() What is the equation of the line of symmetry?,Identify the line of symmetry of curves in the form (x + a)(x + b),Quadratic Graphs-Others,This is the graph of \( y=(x+4)(x-2) \) ![\( W \)]() What is the equation of the line of symmetry?,D,989,1171,AnswerCText,\( y=-1 \),MisconceptionCId,2113.0
1390,Answer fraction problems that require the use of BIDMAS. BIDMAS. \( \frac{1}{3}+\frac{1}{2} \times \frac{1}{3}= \),Answer fraction problems that require the use of BIDMAS,BIDMAS,\( \frac{1}{3}+\frac{1}{2} \times \frac{1}{3}= \),A,457,33,AnswerCText,\( \frac{2}{9} \),MisconceptionCId,217.0
1391,"Solve quadratic equations using factorisation in the form x(x + b) . Quadratic Equations. Solve this equation, giving all solutions:
\(
k^{2}-8 k=0
\)",Solve quadratic equations using factorisation in the form x(x + b) ,Quadratic Equations,"Solve this equation, giving all solutions:
\(
k^{2}-8 k=0
\)",D,3163,65,AnswerCText,\( k=8 \),MisconceptionCId,1803.0
